score,repo_name,target
0.161985942147676,N64_Controller_Wireless_Rumble,0
1.01217822942139,cos_packages_apps_Settings,0
0.932233199424285,htc-kernel-msm7x30,0
0.931226113841239,msg-flukso,0
0.863102548868413,nhtg12,0
1.25285118255501,xorg-config,0
0.530819437887735,lge-kernel-kang,0
0.58263982747881,postgres,0
0.824471283423761,profilematic,0
1.11604951311558,calvr_plugins,0
0.410216111660003,AVPoV,0
0.539953140492254,LeafCAN,0
0.703391936748587,dungeon,0
0.161985942147676,PIC-dev-work,0
0.551571605252973,18xx-ti-utils,0
0.548117317855753,skbtrace-kernel,0
0.879935063987217,BubbleCode,0
0.965785335686926,bGeigieNano,0
0.750491034492513,msg-flukso,0
0.782795440864345,wl18xx_fw,0
0.179984380164085,Monitoring-Stuff,0
0.34503130292038,android_kernel_samsung_aries,0
1.1265917259282,neupet,0
0.295258848458956,PicoAtlas,0
0.323971884295352,rpgContest,0
1.24900187887659,munin,0
1.3325368760033,android_kernel_samsung_aries,0
1.0621455647453,android_kernel_samsung_aries,0
1.05882456191289,msg-flukso,0
0.961160502426395,linux,0
1.58823684286933,requiem_on_m13,0
0.64952372461401,Arduino-Countdown-Timer,0
1.69964304969309,msg-flukso,0
0.865120658570963,Arduino-Countdown-Timer,0
0.867750964600767,robocode-bots,0
0.591347663009601,lowpower-framework,0
0.372594708531954,movsim,0
0.700754465747932,tempTransmitter,0
0.883254641860518,Solar-Power-Project,0
0.224122077404765,DASH,0
0.296444505439281,powerapi-akka,0
0.724966584258519,BlackoutSolarCalculator,0
0.233967901638354,freebsd,0
0.801294894387609,slurm,0
0.201310822967453,freebsd,0
0.769364895127937,gaia,0
0.323971884295352,phonelab,0
0.404964855369191,asi-estimator,0
0.512102220210854,freebsd,0
1.16025373823674,TrainScheduler,0
0.174861777512806,linux-2.6,0
1.11273870580148,cmsi370,0
0.579670674479522,ChiruAddons,0
1.61255480585919,bip,0
0.357146985684526,android_kernel_htc_msm8660,0
0.617426775192134,BlackoutSolarCalculator,0
1.16407976945425,ernwin,0
0.527328028086726,android_kernel_samsung_smdk4412,0
0.653653341985949,android_kernel_tegra_n1,0
0.6503916933323,laptop-mode-tools,0
0.606083810965233,contiki-branch,0
1.00392673386398,streamit,0
0.720094264266126,slurm,0
0.536065024637509,omf,0
0.549959414992011,powermon,0
1.21216762193047,SpaceWars,0
0.355945495971238,linux,0
0.577023671345953,SGS3,0
1.09991882998402,playa,0
0.611063531053186,linux-kernel,0
1.09529886350782,powerapi-akka,0
0.297857338766472,linux,0
0.883034285577859,newp,0
0.669381185640638,contiki-branch,0
0.862838108060114,android_kernel_samsung_aries,0
1.23003403938766,android_kernel_samsung_aries,0
0.639727504994406,slurm,0
0.462344997832556,saga-ics-crc-3.0.16,0
0.938113793115641,Infinite-Alloys,0
0.929607939357298,Byzantium,0
0.361932512107943,system-config,0
1.12855614168103,system-config,0
1.97208681970025,gaia,0
0.700561888978073,2013RobotCode,0
1.01489089930465,gaia,0
0.0539953140492254,domoserv,0
0.703391936748587,MachineMusePowersuits,0
0.661120406919106,webos-telephonyd,0
0.863102548868413,ccpe-2014-experiments,0
0.557396591204289,TLP,0
1.10459668940766,android_device_sony_montblanc-common,0
0.445811162087985,open80211s,0
0.844070324098305,MachineMusePowersuits,0
0.450436593336608,lge-mako-kernel,0
1.18247495601827,MachineMusePowersuits,0
0.428406646010663,android_device_sony_blue-common,0
0.851735230345183,SharedSolar_datamunge,0
0.944304040181176,APRS_Projects,0
1.27058947429547,FSCL.Runtime,0
0.383836502996643,RobotCode2013,0
0.767202265660811,wehaus-web,0
1.157011445468,SharedSolar_datamunge,0
0.625409195410427,MachineMusePowersuits,0
1.39383308309082,r2d2b2g,0
0.935121464651387,android_system_core,0
1.05882456191289,MachineMusePowersuits,0
0.404964855369191,EPDM,0
0.329953611121962,MEGScripts,0
0.329953611121962,MEGScripts,0
1.47914363805592,libertarian-welfare,0
1.12246596062049,energy,0
0.553958486280206,PicoAtlas,0
1.02303909939479,android_device_samsung_n7100,0
1.07572274088165,aerotools-ng,0
0.500652331187626,rvasec-badge-2013,0
0.425644278226461,freebsd,0
0.483549207016958,android_kernel_samsung_msm7x27a,0
0.313516791854846,android_device_lge_p940,0
0.923872832403798,EliteKernel-Blade-Rebase,0
0.284005484991083,OpenRA,0
2.52785698749046,SENSOR,0
0.26396288889757,power_reviews,0
0.587061828168304,android_kernel_shooter,0
0.694012237455583,android_device_samsung_i9305,0
0.640002952210664,mako,0
0.346333606265848,CSNetSim,0
0.197497640655924,uni-project,0
0.837031990413916,android_kernel_htc_msm8660,0
1.09380859041531,android_kernel_htc_msm8660,0
0.539953140492254,mestrado,0
0.857169184181462,power-scheduling,0
0.484867048772187,blog,0
0.639727504994406,arduino-gps-glasses,0
1.12059218233799,RPG-Items,0
0.549959414992011,slurm,0
0.539953140492254,flashcachelayer,0
0.767888847833613,Airplane1.0,0
1.55304351403676,mfaktx-controller,0
0.6271460228444,XT890-Kernel-Gamma,0
0.233572092964722,FanController,0
0.849803188892726,npp-api,0
0.517779792326342,Cataclysm-DDA,0
1.0628878831635,ArduinoQuadrocopter,0
1.25081839082085,gsd-solar,0
0.479795628745804,ns3psm,0
0.479795628745804,ns3psm,0
0.600787178442729,android_kernel_htc_kovsky,0
0.809929710738381,spaceapps2013,0
1.5665007566764,wsn-simulator,0
0.231408488782395,PowerToThePeople,0
1.30639569977459,prcweb.github.com,0
0.539953140492254,16.83-power-subsystem,0
0.594002495646053,mavlink,0
0.539953140492254,southendtransportresearch,0
